id,nombre,id_ciudad,direccion,telefono,estado,id_consultor_mac,id_almacenista_mac,id_secretaria_mac,id_jefe_mac,id_user_mac,id_torre_mac,codigo_distribuidor,codigo_instalador,numero_contrato_inicial,numero_contrato_final,meta_prepago,meta_postpago,tipo_sede,id_sede_padre,sub_canal
1,SERVIMERCADEO PEREIRA,829,CRA 12 NO. 3 - 49,3401222,Activa,1146,0,12,0,35,79,0764,I004174,-,-,0,0,Principal,0,
2,SERVIMERCADEO CALI,1003,CALLE 47 NO.5AN-34 B/ LA FLORA,3703050,Activa,53,0,0,0,35,0,0709,I004283,0,0,0,0,Principal,2,Sala dealer
3,SERVIMERCADEO TULUA,1038,CARRERA 25 NO. 30-10 BARRIO SALESIANOS,2247442,Inactiva,34,0,0,0,338,0,0707,I005135,0,0,0,0,Principal,0,Otros
4,SERVIMERCADEO MANIZALES,318,CALLE 23 # 23-53,8902288,Activa,1394,1394,0,0,286,0,0765,I004219,0,0,0,0,Principal,4,
5,SERVIMERCADEO QUINDIO,817,CRA 19 # 1N-00 LOCAL 2 BULEVAR NIZA,7355578,Inactiva,1028,287,307,0,35,66,1751,I004218,0,0,0,0,Principal,0,Sala dealer
6,SERVIMERCADEO PASTO,713,CALLE 18 NO. 27 - 73,7364700,Activa,82,82,0,0,35,0,0713,I004332,0,0,0,0,Principal,6,
7,SERVIMERCADEO POPAYAN,361,CRA 9 NO. 1N - 57 BARRIO MODELO,8373038,Inactiva,86,86,0,0,338,0,1528,I004324,0,0,0,0,Principal,2,Otros
8,SERVIMERCADEO PUTUMAYO,1074,CALLE 9 NO. 19 - 26 BARRIO SAN FRANCISCO,3112310795,Inactiva,0,0,0,0,35,0,0712,I004320,0,0,0,0,Principal,8,
9,SERVIMERCADEO ATLÁNTICO,126,CL 58 # 64 – 29 BARRIO SANTA ANA,3855357,Activa,239,153,0,0,338,114,0725,I004271,0,0,0,0,Principal,0,Sala dealer
10,SERVIMERCADEO SANTA MARTA,654,CRA 8 # 15 -27,4363502,Inactiva,0,0,0,0,35,0,0733,I004395,0,0,0,0,Principal,0,
11,SERVIMERCADEO MONTERIA,427,CALLE 24 NO. 3-48,7898181,Activa,242,242,0,0,35,245,0732,I004412,0,o,0,0,Principal,0,
12,SERVIMERCADEO RIONEGRO,85,CARRERA 55 B Nº 17-59 MALL SAN BARTOLO,5627865,Activa,932,0,0,0,35,0,0676,I004212,0,0,0,0,Principal,0,
13,SERVIMERCADEO CAUCACIA,35,CARRERA 11 # 19-46,839 33 16,Inactiva,323,0,0,0,35,156,0678,I004276,0,0,0,0,Principal,0,
14,SERVIMERCADEO MEDELLIN,1,CARRERA 80 # 47 -13 LA FLORESTA,5812223,Activa,117,117,0,0,35,0,0677,I004213,0,0,0,0,Principal,0,
15,SERVIMERCADEO CUNDINAMA,470,CARRERA 13 # 14 - 44,3002454,Inactiva,197,197,0,0,4,0,01902,I004221,0,0,0,0,Principal,0,
16,SERVIMERCADEO TOLIMA,956,CRA 3 #46-40 PIEDRA PINTADA ,2650211,Inactiva,212,212,0,0,4,0,01902,I004222,0,0,0,0,Principal,0,
17,SERVIMERCADEO BUCARAMANGA,843,CARRERA  36 N. 38-38 B. EL PRADO,6960231,Activa,200,200,0,0,35,0,0752,I004393,0,0,0,0,Principal,0,Sala dealer
18,SERVIMERCADEO VILLAVICENC,684,CLL 15 # 9-75 BARRIO HAY MI LLANURA ,3163895289,Inactiva,0,0,0,0,4,0,01902,I004413,0,0,0,0,Principal,0,
19,SERVIMERCADEO CUCUTA,777,AV 0 14-42 BARRIO LA PLAYA,5730655,Activa,201,201,0,0,35,0,0762,I004476,0,0,0,0,Principal,0,Sala dealer
20,SERVIMERCADEO BARRANCABER,849,CARRERA 34C # 52 BIS -12 LOCAL 6 B/ CAMPO ALEGRE,6025065,Inactiva,830,213,0,0,35,215,0759,I004552,0,0,0,0,Principal,0,Sala dealer
21,SERVIMERCADEO PENSILVANIA,335,CRA 7 NO. 4 - 39 LOCAL 3,000000,Inactiva,240,0,317,0,338,0,0775,I004581,0,0,0,0,Principal,0,
22,SERVIMERCADEO BARANOA,127,CRA 18 NO 16-32,00000,Inactiva,302,302,0,0,146,0,00000,I004583,0,0,0,0,Principal,0,
23,SERVIMERCADEO ANTIOQUIA,11,CALLE 10 # 6 - 06 LOCAL 31,00000,Inactiva,250,0,0,0,13,0,00000,I004582,0,0,0,0,Principal,0,
24,BODEGA MAL ESTADO PEREIRA,829,CRA 12 3 - 49,3401222,Inactiva,0,0,0,0,13,0,01903,I004174,0000,0000,0,0,Principal,0,
25,SERVIMERCADEO SUC POPAYAN,361,CL 7 N # 6 A -17 LC 118 CC FERROCARRIL BARRIO BOLI,1111,Inactiva,0,0,310,0,35,0,0711,1004324,1,0,0,0,Secundaria,7,
26,INTELSATV,NULL,CR 1 # 4-83 AV PANAMERICANA,8323081,Inactiva,0,0,308,0,35,0,1737,1004324,,,0,0,Secundaria,7,
27,ARMENIA - BODEGA MAL ESTADO ARMENIA,NULL,CRA 19 # 1N-00 LOCAL 2 BULEVAR NIZA,7355578,Inactiva,0,0,0,0,13,0,01903,I004218,,,0,0,Principal,0,
28,BARRANCABERMEJA - BODEGA MAL ESTADO BARRANCABERMEJ,NULL,CALLE 48# 18-103,6025065,Inactiva,0,0,0,0,13,0,01905,I004552,,,0,0,Principal,0,
29,BARRANQUILLA - BODEGA MAL ESTADO BARRANQUILLA,NULL,CALLE 93 NO. 43-52,3855357,Inactiva,0,0,0,0,13,0,01901,I004271,,,0,0,Principal,0,
30,BUCARAMANGA - BODEGA MAL ESTADO BUCARAMANGA,NULL,CALLE 38 #33-44 BARRIO EL PRADO,6960231,Inactiva,288,0,0,0,13,0,01905,I004393,,,0,0,Principal,0,
31,CALI - BODEGA MAL ESTADO CALI,NULL,CL 47N # 5 A N 44,3703050,Inactiva,0,0,0,0,13,0,0709,I004283,,,0,0,Principal,0,
32,CAUCASIA - BODEGA MAL ESTADO CAUCASIA,NULL,CARRERA 11 # 19-46,839 33 16,Inactiva,0,0,0,0,13,0,1904,I004276,,,0,0,Principal,0,
33,CUCUTA - BODEGA MAL ESTADO CUCUTA,NULL,AV 0 14-42 BARRIO LA PLAYA,5730655,Inactiva,0,0,0,0,13,0,01905,I004476,,,0,0,Principal,0,
34,MANIZALES - BODEGA MAL ESTADO MANIZALES,NULL,CALLE 23 # 23-53,8902288,Inactiva,241,0,0,0,13,0,01903,I004219,,,0,0,Principal,0,
35,MEDELLIN - BODEGA MAL ESTADO MEDELLIN,NULL,CARRERA 80 # 47 -13 LA FLORESTA,,Inactiva,0,0,0,0,13,0,1904,I004213,,,0,0,Principal,0,
36,MONTERIA - BODEGA MAL ESTADO MONTERIA,NULL,CALLE 24 NO. 3-48,7898181,Inactiva,0,0,0,0,13,0,1904,I004412,,,0,0,Principal,0,
37,PASTO - BODEGA MAL ESTADO PASTO,NULL,CALLE 18 NO. 27 - 73,7364700,Inactiva,0,0,0,0,13,0,01903,I004332,,,0,0,Principal,0,
38,MEDELLIN - BODEGA MAL ESTADO MEDELLIN,NULL,CRA 80 NRO 47 - 13 LA FLORESTA,5812223,Inactiva,0,0,0,0,13,0,02101,I004213,,,0,0,Principal,0,
40,BODEGA MAL ESTADO ARMENIA,817,CRA 19 # 1N-00 LOCAL 2 BULEVAR NIZA,7355578,Inactiva,0,0,0,0,13,0,01903,I004218,,,0,0,Principal,0,
41,BODEGA MAL ESTADO BARRANCABERMEJ,849,CALLE 48# 18-103,6025065,Inactiva,0,0,0,0,13,0,01905,I004552,,,0,0,Principal,0,
42,BODEGA MAL ESTADO BARRANQUILLA,126,CALLE 93 NO. 43-52,3855357,Inactiva,8,0,0,0,13,0,01901,I004271,,,0,0,Principal,0,
43,BODEGA MAL ESTADO BUCARAMANGA,843,CALLE 38 #33-44 BARRIO EL PRADO,6960231,Inactiva,0,0,0,0,13,0,01905,I004393,,,0,0,Principal,0,
44,BODEGA MAL ESTADO CALI,1003,CL 47N # 5 A N 44,3703050,Inactiva,0,0,0,0,13,0,0709,I004283,,,0,0,Principal,0,
45,BODEGA MAL ESTADO CAUCASIA,35,CARRERA 11 # 19-46,839 33 16,Inactiva,0,0,0,0,13,0,1904,I004276,,,0,0,Principal,0,
46,BODEGA MAL ESTADO CUCUTA,777,AV 0 14-42 BARRIO LA PLAYA,5730655,Inactiva,0,0,0,0,13,0,01905,I004476,,,0,0,Principal,0,
47,BODEGA MAL ESTADO MANIZALES,318,CALLE 23 # 23-53,8902288,Inactiva,0,0,0,0,13,0,01903,I004219,,,0,0,Principal,0,
48,BODEGA MAL ESTADO MEDELLIN,1,CARRERA 80 # 47 -13 LA FLORESTA,5812223,Inactiva,0,0,0,0,13,0,1904,I004213,,,0,0,Principal,0,
49,BODEGA MAL ESTADO MONTERIA,427,CALLE 24 NO. 3-48,7898181,Inactiva,0,0,0,0,13,0,1904,I004412,,,0,0,Principal,0,
50,BODEGA MAL ESTADO PASTO,713,CALLE 18 NO. 27 - 73,7364700,Inactiva,0,0,0,0,13,0,01903,I004332,,,0,0,Principal,0,
51,BODEGA MAL ESTADO PENSILVANIA,335,CRA 7 NO. 4 - 39,000000,Inactiva,0,0,0,0,13,0,01903,I004581,,,0,0,Principal,0,
52,BODEGA MAL ESTADO POPAYAN,361,CRA 9 NO. 1N - 57 BARRIO MODELO,8373038,Inactiva,0,0,0,0,13,0,1528,I004324,,,0,0,Principal,0,
53,BODEGA MAL ESTADO RIONEGRO,85,CARRERA 55 B Nº 17-59 MALL SAN BARTOLO,5627865,Inactiva,0,0,0,0,13,0,1904,I004212,,,0,0,Principal,0,
54,BODEGA MAL ESTADO SANTA MARTA,654,CRA 8 # 15 -27,4363502,Inactiva,0,0,0,0,13,0,01901,I004395,,,0,0,Principal,0,
55,BODEGA MAL ESTADO TULUA,1038,CARRERA 25 NO. 30-10 BARRIO SALESIANOS,2247442,Inactiva,0,0,0,0,13,0,0707,I004217,,,0,0,Principal,0,
56,YARUMAL - SERVIMERCADEO YARUMAL,122,CRA 22 NRO 17 - 64,88870144,Inactiva,453,0,0,0,13,0,1904,I004213,,,0,0,Principal,0,
57,STOCK SISTEMAS,829,CRA 12 NO. 3 - 49,3401222,Inactiva,338,0,0,0,13,0,01903,I004174,,,0,0,Principal,0,
58,SERVIMERCADEO OCAÑA,801,CALLE 11 NO 16A 68-72 EDIFICIO MIXTO VENECIA LOCAL,3,Inactiva,357,0,0,0,286,0,01905,I004731,,,0,0,Principal,0,
59,STOCK CARNETS,829,CRA 12 NO 3-49,3401222,Inactiva,348,0,0,0,286,0,010903,I004174,,,0,0,Principal,0,
60,STOCK CELULARES,829,CRA 12 NO 3-49,3401222,Inactiva,347,0,0,0,286,0,010903,I004174,,,0,0,Principal,0,
61,SPEED TECNOLOGIA SAS,10031,CLL 4 CR 308 EDIFICIO RAPIDO EL TAMBO LOCAL 3,3401222,Inactiva,0,0,0,0,576,0,1977,1004324,,,0,0,Secundaria,7,
62,PIENDAMO,386,CL 7 # 10 - 12 AV PANAMERICANA BARRIO SAGRADA FAMI,111,Inactiva,0,0,0,0,35,0,2195,1004324,,,0,0,Secundaria,7,
63,STAND EN OLIMPICA DEL MODELO POPAYAN,361,CL 2 NORTE # 7 - 74,11,Inactiva,0,0,0,0,35,0,4025,1004324,,,0,0,Secundaria,7,
64,JIREH TELECOMUNICACIONES,1024,CR 9 # 12-45 BARRIO LIBERTADORES,3101000000,Inactiva,0,0,0,0,35,0,2067,1004283,,,0,0,Secundaria,2,
65,HOME SENTRY SERVIMERCADEO,1003,AV 6 # 29 NORTE - 41,3401222,Inactiva,0,0,0,0,35,0,2471,1004283,,,0,0,Secundaria,2,Stand dealer
66,JAMUNDI LA ESMERALDA,1003,CR 10 # 6 - 88,3104647924,Inactiva,0,0,0,0,35,0,2480,1004283,,,0,0,Secundaria,2,Subagente
67,MERCAR DEL CANEY,1003,CL 48 # 85 - 54,3106753956,Inactiva,0,0,0,0,35,0,4012,1004283,,,0,0,Secundaria,2,Stand dealer
68,SERVIMERCADEO SAS SUB CHINCHINA,323,CLL 10 #6-30 CENTRO,3112720414,Inactiva,0,0,0,0,37,0,1602,1004219,,,0,0,Secundaria,4,
69,SERVIMERCADEO SAS SUB ANSERMA,320,CR 4 #13-34 LOCAL 5 CENTRO,3156597808,Inactiva,0,0,0,0,35,0,1682,1004219,,,0,0,Secundaria,4,Subagente
70,SERVIMERCADEO SAS SUB RIOSUCIO,336,CL 7 #4-35 CENTRO,3111111111,Inactiva,0,0,0,0,35,0,2392,1004219,,,0,0,Principal,4,
71,SERVIMERCADEO SAS FUNDADORES,318,CL 33 # 20 - 03,3113003711,Inactiva,0,0,0,0,35,0,3315,1004219,,,0,0,Secundaria,4,
72,SERVIMERCADEO SAS PALERMO MANIZALES,318,CR 25 # 67 - 120 BARRIO PALERMO,3113003711,Inactiva,289,0,0,0,338,0,3322,1004219,,,0,0,Principal,4,
73,SERVIMERCADEO SAS  SUB SUPIA,341,CL 32 # 8 - 19,111,Inactiva,0,0,0,0,35,0,3615,1004219,,,0,0,Secundaria,4,
74,SERVIMERCADEO CIUDAD BOLIVAR,22,CALLE 50 NO 52-14 ,-,Inactiva,466,0,0,0,286,0,01905,I004711,,,0,0,Principal,0,
75,SUB TUMACO,774,CLL MOSQUERA LOCAL 28 DTV DIAGONAL A ENSANAR,3204490380,Inactiva,0,0,314,0,35,0,0716,I004746,,,0,0,Secundaria,6,
76,SUB SERVIMERCADEO ORITO,1073,CLL 4 CON 10 ESQUINA BARRIO UNION,3101000000,Inactiva,0,0,0,0,35,0,0717,I004320,,,0,0,Secundaria,8,
77,SUB MOCOA,1071,CLL 10A BARRIO JOSE MARIA HERNANDEZ ENSEGUIDA DE Q,3204490380,Inactiva,0,0,0,0,35,0,0719,I004320,,,0,0,Secundaria,8,
78,SUB SERVIMERCADEO LA UNION,745,BARRIO CHAPINERO FRENTE AL INPEC ,3101000000,Inactiva,0,0,0,0,35,0,1920,I004332,,,0,0,Secundaria,6,
79,SUB SERVIMERCADEO LLORENTE,774,CL PRINCIPAL CASA 685 FRENTEA CALLE OSCURA KM 66LL,3101000000,Inactiva,0,0,0,0,35,0,1948,I004746,,,0,0,Secundaria,6,
80,SALA SUB ECOSUR PASTO,713,CL 20 # 31 - 32,3103897413,Inactiva,0,0,0,0,35,0,4269,I004332,,,0,0,Secundaria,6,
81,SUB ECOSUR BARBACOAS,718,CLL PASO GRANDE # CS1,3103897413,Inactiva,0,0,0,0,35,0,4270,I004746,,,0,0,Secundaria,6,
82,GETECH SALA SUB PASTO,713,CL 19 # 29 - 11,3102334357,Inactiva,0,0,0,0,35,0,4271,I004332,,,0,0,Secundaria,6,
83,GETECH SUB IPIALES,713,CR 5 # 19 - 02,3102334357,Inactiva,0,0,0,0,35,0,4272,I004752,,,0,0,Secundaria,93,
84,PUNTO P COMUNICACIONES CAMARA DE COMERCIO,774,CL SUCRE CAMARA DE COMERCIO LOCAL 101,3102334357,Inactiva,0,0,0,0,576,0,4273,I004746,,,0,0,Secundaria,6,
85,SUB LA HORMIGA,1082,CR 10 # 8 - 51,3101000000,Inactiva,0,0,0,0,35,0,4274,I004320,,,0,0,Secundaria,8,
86,SERVIMERCADEO SAS NORTE ARMENIA,817,CL 9 # 13 - 58,3216467765,Inactiva,0,0,0,0,35,0,1289,I004218,,,0,0,Secundaria,5,Sala dealer
87,SERVIMERCADEO SAS SUB SEVILLA,1035,CR 51 #57-29 BARRIO EL CARMEN,3105561292,Inactiva,0,0,0,0,35,0,2197,I004218,,,0,0,Secundaria,5,
88,INSTALACIONES SATELITALES Y ASESORIAS S.A.S,824,CR 6 # 13 - 57,3123298986,Inactiva,0,0,0,0,35,0,2735,I004218,,,0,0,Secundaria,5,
89,SERVIMERCADEO SAS PAT CALARCA,819,CR 10 # 10 - 48,3177341000,Inactiva,0,0,0,0,35,0,2863,I004218,,,0,0,Secundaria,5,
90,SUC SERVIMERCADEO SAO PORTAL,817,CR 14 # 19 NORTE - 46,3117463725,Inactiva,0,0,0,0,35,0,4063,I004218,,,0,0,Secundaria,5,
91,SUB SERVIMERCADEO  TESSICOL CR 28,849,CR 28 # 48 - 84,3143390739,Inactiva,0,0,0,0,35,0,1412,I004552,,,0,0,Secundaria,20,
92,SUB TECSISCOL SERVIMERCADEO,849,CR 50 # 11 - 04,310	3064645,Inactiva,0,0,0,0,35,0,1461,I004552,,,0,0,Secundaria,20,
93,GETECH SUB IPIALES,740,CALLE 19 NO 29 - 21 EDIFICIO SINDAMANOY,3106000943,Inactiva,0,0,0,0,35,0,4272,I004752,,,0,0,Principal,93,
94,SERVI ORLE,862,CARRERA 4 N. 6-32 CIMITARRA,3208094380,Inactiva,0,0,0,0,35,0,2378,I004552,,,0,0,Secundaria,20,
95,SUB SERVIMERCADEO MYF REDES TELECOMUNICACIONES,847,CARRERA 9 N. 10-63 B. CENTRO BARBOSA,3204882002,Inactiva,0,0,0,0,35,0,0755,I004393,,,0,0,Secundaria,17,
96,SERVIMERCADEO SANTA ROSA ORIENTE,186,CALLE 11 N. 13-36 B. LAS MERCEDES SANTA ROSA DEL S,3101000000,Inactiva,0,0,0,0,35,0,1835,I004552,,,0,0,Secundaria,17,
97,SANGIL,912,CALLE 15 N. 10-06 LOCAL 1 B. CENTRO SAN GIL,3101000000,Inactiva,0,0,0,0,35,0,1968,I004393,,,0,0,Secundaria,17,
98,J Y S DIGITALES S.A.S,916,CALLE  9 N. 9-15 B. LA POLA SAN VICENTE DE CHUCURI,3104978593,Inactiva,0,0,0,0,35,0,2377,I004552,,,0,0,Secundaria,20,
99,IC&D INGENIERIA SAS,843,CR 56 # 22 - 43,3101000000,Inactiva,0,0,0,0,35,0,2628,I004393,,,0,0,Secundaria,17,
100,PROSERTEC SAS,920,CL 13 # 16 - 22,3153122249,Inactiva,0,0,0,0,35,0,2716,I004393,,,0,0,Secundaria,17,
101,SERVIMERCADEO SAS SUB LA UNION,1026,CR 16 # 15 - 21 CENTRO,3113053534,Inactiva,0,0,0,0,35,0,0708,I004217,,,0,0,Secundaria,3,
102,SUB AGENTE BUGA,1010,CARRERA 13 # 9-45 CENTRO,3104978570,Inactiva,0,0,0,0,35,0,0720,I004217,,,0,0,Secundaria,3,
103,SERVIMERCADEO SAS SUB ZARZAL,1044,CR 10 # 13-05 ESQUINA BALBANERA,3147725835,Inactiva,0,0,0,0,35,0,2232,I004217,,,0,0,Secundaria,3,
104,SERVIMERCADEO SAS SUB CARTAGO,1015,CR 5 #8-51 LOCAL 1 CENTRO,3113053567,Inactiva,0,0,0,0,35,0,0766,I004174,,,0,0,Secundaria,1,
105,SERVIMERCADEO SAS SUB APIA,830,CL 9 # 7 - 20,3127664283,Inactiva,0,0,0,0,35,0,0771,I004174,,,0,0,Secundaria,1,Subagente
106,SERVIMERCADEO SAS PEREIRA PLAZA,829,CL 15 # 13 - 110,3100000000,Inactiva,0,0,0,0,35,0,1752,I004174,,,0,0,Secundaria,1,
107,SERVIMERCADEO SAS SUB VITERBO,344,CL 7 A # 6 - 69,3101000000,Inactiva,0,0,0,0,35,0,2098,I004174,,,0,0,Secundaria,1,
108,SERVIMERCADEO SAS BOLIVAR PLAZA,829,CR 8 # 19 - 41,3117313412,Inactiva,0,0,0,0,35,0,2472,I004174,,,0,0,Secundaria,1,
109,SERVIMERCADEO SAS  ARBOLEDA,829,CS 520 AVENIDA CIRCUNVALAR,3104226600,Inactiva,0,0,0,0,35,0,3314,I004174,,,0,0,Secundaria,1,
110,CERETE,431,CALLE 12 # 9-16 ,3146363102,Inactiva,0,0,0,0,35,0,0741,I004412,,,0,0,Secundaria,11,
111,SAN ANTERO,449,CALLE 12 # 17-16 B/ CARDALES ,3101000000,Inactiva,0,0,0,0,35,0,0742,I004412,,,0,0,Secundaria,11,
112,PLANETA RICA,442,CRA 7 # 15-58 B/ LA CANDELARIA ,3101000000,Inactiva,0,0,0,0,35,0,0748,I004412,,,0,0,Secundaria,11,
113,TIERRA ALTA,453,CRA 7 # 13A-30 CENTRO,3212508208,Inactiva,0,0,0,0,37,0,0750,I004412,,,0,0,Secundaria,11,
114,MONTELIBANO II,440,CRA 17 # 16-05 B/ SAN JOSE ,3101000000,Inactiva,0,0,0,0,35,0,0751,I004412,,,0,0,Secundaria,11,
