id,nombre,id_ciudad,direccion,telefono,estado,id_consultor_mac,id_almacenista_mac,id_secretaria_mac,id_jefe_mac,id_user_mac,id_torre_mac,codigo_distribuidor,codigo_instalador,numero_contrato_inicial,numero_contrato_final,meta_prepago,meta_postpago,tipo_sede,id_sede_padre,sub_canal
356,SYM AMBATO,10045,"PELILEP, CALLE CALICUCHIMA S/N Y RICAURTE PISO 2",0988192 163,Inactiva,0,0,0,0,1345,0,ecu007,,,,0,0,Principal,0,0
357,PEREIRA FT&H CONSULTING,829,CRA 12 # 3-49 LA REBECA,3401222,Activa,0,0,0,0,1345,0,ft-001,,,,0,0,Principal,0,0
358,39547 - PDV CORPORATIVOS SUROCCIDENTE,1003,CALI,3401222,Inactiva,0,0,0,0,35,0,39547,I004283,,,0,0,Secundaria,2,Otros
359,CONFIANZA Y COLABORACION MEDELLIN,1,CRA 80 # 47-13 LA FLORESTA,5812223,Inactiva,0,0,0,0,1345,0,cyc002,,,,0,0,Principal,0,Otros
360,CONFIANZA Y COLABORACION POPAYAN,361,CLL 7 # 6A-09 CC PLAZA DEL FERROCARRIL,3401222,Inactiva,0,0,0,0,1345,0,cyc003,,,,0,0,Principal,0,Otros
361,CONFIANZA Y COLABORACION CARTAGENA,150,PLAN 250 MZ 37 LT 4 SOCORRO,3174152894,Inactiva,0,0,0,0,1345,0,cyc004,,,,0,0,Principal,0,Otros
362,SERVIMERCADEO CARTAGENA,150,DIREC PLAN 250 MZ 37 LT 4 SOCORRO,3174152894,Inactiva,0,0,0,0,1345,0,Servicart1,,,,0,0,Principal,0,Otros
363,SYM ARMENIA,817,DIRECC CRA 19 # 1 NORTE NISA BULEVAR LOCAL 2,,Inactiva,0,0,0,0,1345,0,symarm1,,,,0,0,Principal,0,Otros
364,TIGO EXPRESS PEREIRA EXITO CUBA,829,EXITO CUBA,000000000,Inactiva,0,0,0,0,903,0,tigo001,tigo001,,,0,0,Principal,328,Otros
365,TIGO EXPRESS PEREIRA CALLE 19 CON 8,829,CALLE 19 CON 8,00000000,Activa,0,0,0,0,903,0,tigo002,tigo002,,,0,0,Principal,328,Otros
366,TIGO EXPRESS ARMENIA CR 14 FUNDADORES,817,CR 14 FUNDADORES,00000000,Inactiva,0,0,0,0,903,0,tigo003,tigo003,,,0,0,Principal,363,Otros
367,TIGO EXPRESS CALI  CR 4 14,1003,CR 4 14,00000000,Activa,0,0,0,0,903,0,tigo004,tigo004,,,0,0,Principal,321,Otros
368,TIGO EXPRESS JAMUNDI,1024,CR 10,0000000,Inactiva,0,0,0,0,903,0,tigo005,tigo005,,,0,0,Principal,321,Otros
369,TIGO EXPRESS MEDELLIN  01 LAS AMERICAS,1,CL 44 LAS AMERICAS,00000000,Activa,0,0,0,0,903,0,tigo006,tigo006,,,0,0,Principal,325,Otros
370,TIGO EXPRESS MEDELLIN  02 BELEN,1,CR 76 BELEN,0000000,Activa,0,0,0,0,903,0,tigo007,tigo007,,,0,0,Principal,325,Otros
371,TIGO EXPRESS ITAGUI 01CENTRO PQ,59, CL 51 49 59 CENTRO PQ,000000000,Activa,0,0,0,0,903,0,tigo008,tigo008,,,0,0,Principal,325,Otros
372,TIGO EXPRESS ITAGUI 02 CENTRO DE LA MODA,59,CR 52 D CENTRO DE LA MODA,0000000,Activa,0,0,0,0,903,0,tigo009,tigo009,,,0,0,Principal,325,Otros
373,TIGO EXPRESS CALI CENTRO 2,1003,CR 9 # 11 -27,0000000,Inactiva,0,0,0,0,903,0,tigo010,tigo010,,,0,0,Principal,321,Otros
374,TIGO EXPRESS DOSQUEBRADAS,833,CRA 16 # 36 - 19,000000,Inactiva,0,0,0,0,903,0,tigo011,tigo 011,,,0,0,Principal,328,Otros
375,TIGO EXPRESS CALDAS ANTIOQUIA,27,CALLE 129 SUR NO 50-27,0000000,Activa,0,0,0,0,903,0,tigo012,tigo012,,,0,0,Principal,325,Otros
376,PEREIRA TIGO - STOCK,829,CRA 12 # 3 - 49 LA REBECA,,Inactiva,0,0,0,0,1345,0,tigo013,,,,0,0,Principal,328,0
377,39579 - CORPORATIVOS SERVIMERCADEO MEDELLÍN,1,MEDELLIN,3401222,Inactiva,0,0,0,0,35,0,39579,I004213,,,0,0,Secundaria,14,Otros
378,SYM MAGANGUE,166,CLL 15 CRA 29 144 BRR SANTA RITA,3002045389,Inactiva,0,0,0,0,1345,0,symmagan,symmagan,,,0,0,Principal,318,Otros
379,SYM QUIBDO,571,CRA 23 # 21A-213 BRR ZONA MINERA LAS VIOLETAS,3135083759,Inactiva,0,0,0,0,1345,0,symquibdo,,,,0,0,Principal,317,Otros
380,TIGO EXPRESS PALMIRA CC UNICENTRO,1029,"CALLE 42 # 39 - 68 CENTRO COMERCIAL UNICENTRO, PIS",00000000,Inactiva,0,0,0,0,903,0,tigo125,cxcx,,,0,0,Principal,321,Otros
381,TIGO EXPRESS MANIZALES CR 23 #26-27,318,CR 23 #26-27,00000000000000,Activa,0,0,0,0,903,0,tigo126,tigo126,,,0,0,Principal,0,Otros
382,TIGO EXPRESS CALI EXITO SAN FERNANDO,1003,CL 5 38D-35 LOCAL 134A-136A,00000000000000000,Inactiva,0,0,0,0,903,0,tigo127,0000000000,,,0,0,Principal,0,Otros
383,TIGO TROPAS MEDELLIN,1,CL 44 LAS AMERICAS,00000000,Inactiva,0,0,0,0,1345,0,tigo014,0000,,,0,0,Principal,325,Otros
384,TIGO PALMIRA,1029,CLL 43 # 39-68 CC UNICENTRO LC 117,3104975363,Inactiva,0,0,0,0,1345,0,tigo015,,,,0,0,Principal,321,Otros
385,CONFIANZA Y COLABORACION MANIZALES,318,CLL 23 # 23-53 CENTRO,8902288,Inactiva,0,0,0,0,1345,0,cyc005,,,,0,0,Principal,4,Otros
386,CLARO PEREIRA,829,CARRERA 12 # 3-49,3401222,Inactiva,0,0,0,0,1345,0,alty001,alty001,,,0,0,Principal,0,Otros
387,VELONET MEDELLIN,1,CARRERA 80 47-13 LA FLORESTA,3104977513,Inactiva,0,0,0,0,338,0,servivel01,servi01,,,0,0,Principal,14,Otros
388,TIGO EXPRESS CALI,1003,CLL 47 # 5 AN-44 LA FLORA,00000000000,Activa,1423,0,0,0,903,0,TigoC1,00,,,0,0,Principal,2,Otros
389,TIGO PASTO,713,CLL 20 # 31-32 LAS CUADRAS,00000000000,Inactiva,0,0,0,0,1345,0,tigoP01,,,,0,0,Principal,327,Otros
390,TIGO EXPRESS MEDELLIN,1,CRA 80 # 47-13 LA FLORESTA,00000000000,Activa,0,0,0,0,903,0,TigoM001,0000,,,0,0,Principal,325,Otros
391,TIGO EXPRESS PEREIRA,829, CRA 12 # 3-49 LA REBECA,00000000000,Activa,0,0,0,0,903,0,tigoPei01,tigopei01,,,0,0,Principal,328,Otros
392,TIGO TROPAS PASTO,713,CLL 20 # 31-32 LAS CUADRAS,00000000000,Inactiva,0,0,0,0,1345,0,TigoPA01,,,,0,0,Principal,327,Otros
393,TIGO TROPAS CALI,1003,CLL 47 # 5 AN-44 LA FLORA,00000000000,Inactiva,0,0,0,0,1345,0,TigoC2,,,,0,0,Principal,321,Otros
394,TIGO HOME MEDELLIN,1,CRA 80 # 47-13 LA FLORESTA,5812223,Activa,0,0,0,0,1345,0,Tigomed003,00000,,,0,0,Principal,325,Otros
395,TIGO EXPRESS BOGOTA,149,CARRERA 11A # 134B-73 / BOGOTA,304 3123727,Activa,0,0,0,0,903,0,TigoB001,tigoB001,,,0,0,Principal,0,Otros
396,TIGO EXPRESS BUCARAMANGA,843,CRA 36 # 38-38 EL PRADO,3043462069,Inactiva,0,0,0,0,903,0,tigobuc001,0001,,,0,0,Principal,320,Otros
397,TIGO EXPRESS CABECERA BUCARAMANGA,843,CARRERA 33# 44-76,00000000000,Inactiva,0,0,0,0,1345,0,tigobuc002,,,,0,0,Principal,320,Otros
398,TIGO EXPRESS BARRANCABERMEJA,849,CARRERA 8 CON CALLE 6 LOCAL 113 CC CITY CENTER,00000000000,Activa,0,0,0,0,1345,0,tigobarr01,,,,0,0,Principal,338,Otros
399,TIGO EXPRESS BOGOTA BOSA BRASIL,149,CARRERA 88C 50A 03 ,00000000000,Activa,0,0,0,0,903,0,tigobog001,tigobog001,,,0,0,Principal,319,Otros
400,TIGO EXPRESS ENGATIVÁ,149,CALLE 64 # 120 - 05,00000000000,Inactiva,0,0,0,0,1345,0,tigobog002,,,,0,0,Principal,319,Otros
401,TIGO HOME PEREIRA,829,CRA 12 # 3-49,,Activa,0,0,0,0,1345,0,tigoh01,,,,0,0,Principal,328,0
402,TIGO TROPAS PEREIRA,829,CRA 12 # 3-49,3401222,Inactiva,0,0,0,0,1345,0,tigot01,,,,0,0,Principal,328,Otros
403,BANCOLDEX MEDELLIN ,1,CARRERA 80 NO 47 -13,5812223,Inactiva,0,0,0,0,903,0,banc001,banc001,,,0,0,Principal,14,Otros
404,TIGO EXPRESS BUCARAMANGA CENTRO,843,CALLE 35 # 13 - 66 LOCAL 6 CENTRO,00000000000,Activa,0,0,0,0,1345,0,tigobuc003,,,,0,0,Principal,320,Otros
405,TIGO EXPRESS BOGOTA VENECIA,149,CARRERA 53 # 47 34 SUR LOCAL 4,00000000000,Activa,0,0,0,0,1345,0,tigobog003,,,,0,0,Principal,319,Otros
406,TIGO EXPRESS FLORIDABLANCA CLL 5,875,CALLE 5 # 7 31,00000000000,Activa,0,0,0,0,1345,0,tigobuc004,,,,0,0,Principal,320,Otros
407,TIGO HOME CARTAGENA,150,BARRIO SAN JOSE DE LOS CAMPANOS CONDOMINIO TORRES,3236442185,Activa,0,0,0,0,1345,0,Tigocar001,,,,0,0,Principal,322,Otros
408,TIGO EXPRESS CUCUTA CLL 10 1-11,777,CALLE 10 # 1-11,000000000000,Activa,0,0,0,0,1345,0,tigocuc01,,,,0,0,Principal,323,Otros
409,TIGO EXPRESS FACATATIVA CALLE 5 NRO 2-74 CENTRO,480,CALLE 5 NRO 2-74 CENTRO,00000000000,Activa,0,0,0,0,1345,0,tigof001,,,,0,0,Principal,319,Otros
410,TIGO EXPRESS FUSAGASUGA KR 5 9-45,485,KRA 5 # 9-45 LOCAL 105,00000000,Activa,0,0,0,0,1345,0,tigobog004,,,,0,0,Principal,319,Otros
411,TIGO TROPAS MANIZALES,318,CLL 62 # 22-48 LA RAMBLA,00000000000,Inactiva,0,0,0,0,1345,0,tigom002,,,,0,0,Principal,0,Otros
412,TIGO EXPRESS GIRARDOT CR 11 18-50,490,CRA 11 # 18-50 SUCRE,3401222,Activa,0,0,0,0,1345,0,tigobog003,,,,0,0,Principal,319,Otros
413,SERVIMERCADEO VALLEDUPAR,402,CARRERA 20#14C-37 LA POPA / VALLEDUPAR,3401222,Inactiva,0,0,0,0,338,0,servicesar,I005236,,,0,0,Principal,20,Otros
414,TIGO EXPRESS MARINILLA CR 30 32-09,69, KR 30 # 32 - 09,3401222,Activa,0,0,0,0,1345,0,tigomari1,1,,,0,0,Principal,325,Otros
415,CESAR AUGUSTO ARISTIZABAL PEREIRA,829,CRA 12 # 3-49 LA REBECA,3401222,Activa,0,0,0,0,1345,0,cesar01,,,,0,0,Principal,1,Otros
416,TIGO EXPRESS CALI LC 9 LA CASCADA,1003,CRA 70 # 1B-65 LC 9 BRR LA CASCADA,3401222,Inactiva,0,0,0,0,1345,0,tigo cali,,,,0,0,Principal,321,Otros
417,TIGO EXPRESS ARMENIA CLL 18 15 43,817,CALLE 18 # 15-43 BARRIO CENTRO,1,Inactiva,0,0,0,0,1345,0,tigoarm002,1,,,0,0,Principal,363,Otros
418,TIGO EXPRESS BOGOTA CLL 163A SAN CRISTOBAL,149,CALLE 163A # 8H 40 SAN CRISTOBAL,3401222,Activa,0,0,0,0,1345,0,tigobog005,,,,0,0,Principal,319,Otros
419,TIGO EXPRESS BOGOTA AV CR 80 KENNEDY,149,AVENIDA CR 80 #47B 55 SUR,3401222,Inactiva,0,0,0,0,1345,0,Tigobog006,,,,0,0,Principal,319,Otros
420,TIGO EXPRESS SOACHA CLL 15 LAS VILLAS,541,CALLE 15# 1B 37 SOACHA LAS VILLAS,3401222,Activa,0,0,0,0,1345,0,Tigobog007,,,,0,0,Principal,319,Otros
421,TIGO HOME BOGOTA,149,CARRERA 80G #6-19,3401222,Inactiva,0,0,0,0,1345,0,tigobog007,,,,0,0,Principal,319,Otros
422,TIGO EXPRESS PEREIRA CL 25 PARQUE EL LAGO,829,CALLE 25 # 7-25 PARQUE EL LAGO URIBE,3401222,Inactiva,0,0,0,0,1345,0,tigopei04,,,,0,0,Principal,328,Otros
423,TIGO EXPRESS CALI CL 12 PLAZA DE CAICEDO,1003,LOCAL PLAZA CAICEDO CL 12 # 3 - 70,3401222,Inactiva,0,0,0,0,1345,0,tigocal003,,,,0,0,Principal,321,Otros
424,TIGO EXPRESS LA VIRGINIA CR 8 7 23 CENTRO,836,CR 8 #7 -23 CENTRO-LA VIRGINIA RDA,3401222,Activa,0,0,0,0,1345,0,tigovir01,,,,0,0,Principal,328,Otros
425,TIGO TROPAS BOGOTA,149,MZ 1 CASA 2 BOGOTA,,Inactiva,0,0,0,0,338,0,TB001,,,,0,0,Principal,0,0
426,TIGO EXPRESS CALI SILOE,1003,CALLE 3 OESTE 50-97,3401222,Inactiva,0,0,0,0,903,0,tg001,tg001,,,0,0,Principal,0,Otros
427,TIGO EXPRESS CALI DG 26M LOS MANGOS,1003,DIAGONAL 26M # 73A-31 LOS MANGOS,3401222,Inactiva,0,0,0,0,1345,0,Tigocal004,,,,0,0,Principal,321,Otros
428,TIGO HOME FUSAGASUGA,485,KR 6 # 6 36,3401222,Inactiva,0,0,0,0,1345,0,tigofus001,000,,,0,0,Principal,319,Otros
429,TIGO EXPRESS PEREIRA CLL 19 GAN,829,CALLE 19 CON 8,3401222,Inactiva,0,0,0,0,903,0,TIGOPEI04,,,,0,0,Principal,328,Otros
430,TIGO HOME SINCELEJO,930,CRA 12#17-65 KENEDY / SINCELEJO,3401222,Activa,0,0,0,0,903,0,sinc001,,,,0,0,Secundaria,303,Otros
431,TIGO HOME MONTERIA,427,MZ 11 LOTE 9 EDIFICIO VIILA MARY,3401222,Activa,0,0,0,0,903,0,00000,homemont1,NULL,NULL,0,0,Secundaria,11,Otros
448,TIGO EXPRESS CARTAGO CRA 12 5-106 CENTRO,1015,CARRERA 12 # 5-106 LC 4 CENTRO,3401222,Inactiva,0,0,0,0,903,0,00000,00000,NULL,NULL,0,0,Principal,321,Otros
449,TIGO EXPRESS VALLEDUPAR,402,16A-10 BR LOPERENA,3401222,Inactiva,0,0,0,0,903,0,00000,00000,NULL,NULL,0,0,Principal,0,Otros
450,TIGO EXPRESS CHINCHINA,323,CLL 12  8-12,3401222,Inactiva,0,0,0,0,903,0,00000,00000,NULL,NULL,0,0,Principal,0,Otros
451,TIGO EXPRESS MADRID,509,CLL 12  8-12,3401222,Inactiva,0,0,0,0,903,0,00000,00000,NULL,NULL,0,0,Principal,0,Otros
452,TIGO EXPRESS ARJONA 51 48 CLL DEL COCO,154,51 48 CLL DEL COCO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
453,TIGO EXPRESS BARANOA CRA 19 17-28 PLAZA CENTRO,127,CRA 19 17-28 PLAZA CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
454,TIGO EXPRESS BARRANQUILLA,126,,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
455,TIGO EXPRESS BARRANQUILLA CRA 13 99D-07 LA PAZ,126,CRA 13 99D-07 LA PAZ,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
456,TIGO EXPRESS BARRANQUILLA LC 11B CC JARDIN DEL RIO,126,LC 11B CC JARDIN DEL RIO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
457,TIGO EXPRESS BELLO CLL 49 50-10,19,CLL 49 50-10,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
458,TIGO EXPRESS BOGOTA 61B-08 SAN FRANCISCO,149,61B-08 SAN FRANCISCO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
459,TIGO EXPRESS BOGOTA AC 145 103B-80 SUBA,149,AC 145 103B-80 SUBA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
460,TIGO EXPRESS BOGOTA AV CR 80 KENNEDY ROMA,149,AV CR 80 KENNEDY ROMA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
461,TIGO EXPRESS BOGOTA  CL 37 SUR CENTRO KENNEDY,149,CL 37 SUR CENTRO KENNEDY,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
462,TIGO EXPRESS BOGOTA CLL 64 ENGATIVA,149,CLL 64 ENGATIVA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
463,TIGO EXPRESS BOGOTA CLL 78 SUR SANTA LIBRADA,149,CLL 78 SUR SANTA LIBRADA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
464,TIGO EXPRESS BOGOTA CRA 18 21 05 RESTREPO,149,CRA 18 21 05 RESTREPO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
465,TIGO EXPRESS BUCARAMANGA CABECERA,843,CABECERA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
466,TIGO EXPRESS CAJICA CRA 5 1-98,465,CRA 5 1-98,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
467,TIGO EXPRESS CARTAGENA AV VENEZUELA 1A 42,150,AV VENEZUELA 1A 42,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
468,TIGO EXPRESS CARTAGENA BAZURTO 27A-26,150,BAZURTO 27A-26,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
469,TIGO EXPRESS CARTAGENA LOS EJECUTIVOS LC  37,150,LOS EJECUTIVOS LC 37,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
470,TIGO EXPRESS CERETE 13 14-09 LOS ALMENDROS,431,13 14-09 LOS ALMENDROS,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
471,TIGO EXPRESS CHINCHINA CLL 12  8-12,323,CLL 12 8-12,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
472,TIGO EXPRESS CUCUTA AV 3 9-70,777,AV 3 9-70,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
473,TIGO EXPRESS CUCUTA AV 8 7-89 CENTRO,777,AV 8 7-89 CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
474,TIGO EXPRESS FLORIDABLANCA 6AE-80  BR LA CUMBRE,875,6AE-80 BR LA CUMBRE,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
475,TIGO EXPRESS GALAPA CLL 10 21-53 CENTRO,130,CLL 10 21-53 CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
476,TIGO EXPRESS GUARNE CRA 51 51-12,55,CRA 51 51-12,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
477,TIGO EXPRESS LA CEJA CLL 19 19-103,63,CLL 19 19-103,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
478,TIGO EXPRESS MALAMBO CLL 10 12 16 CENTRO,133,CLL 10 12 16 CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
479,TIGO EXPRESS MANIZALES CLL 18  23-04 ESQUINA,318,CLL 18 23-04 ESQUINA,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
480,TIGO EXPRESS MEDELLIN CL 42 SUR 8 32 SAN ANTONIO,1,CL 42 SUR 8 32 SAN ANTONIO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
481,TIGO EXPRESS RIONEGRO  CLL 51 48-52,908,CLL 51 48-52,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
482,TIGO EXPRESS SANTA ROSA DE CABAL CLL 14,841,CLL 14,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
483,TIGO EXPRESS SINCELEJO CLL 20 20 63 CENTRO,930,CLL 20 20 63 CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
484,TIGO EXPRESS SOLEDAD  CLL 20 19-02,145,CLL 20 19-02,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
485,TIGO EXPRESS TOLU CLL 15 2-89 CENTRO,954,CLL 15 2-89 CENTRO,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
486,TIGO EXPRESS VALLEDUPAR CRA 7 16A-78 LC 2,402,CRA 7 16A-78 LC 2,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
487,TIGO EXPRESS VILLA DEL ROSARIO CRA 8 5-15,816,CRA 8 5-15,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
488,TIGO EXPRESS VILLAMARIA CRA 5 7-13,343,CRA 5 7-13,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
489,TIGO HOME BARRANQUILLA,126,,,Activa,0,0,0,0,0,0,,,,,0,0,Principal,0,Otros
