id,nombre,id_departamento,valor_flete,codigo_dane,codigo_dep,codigo_ciu,perimetro
1,Medellín,1,10000,5001,05,001,URBANO
2,Abejorral,1,10000,5002,05,002,EXTRARURAL
3,Abriaquí,1,10000,5004,05,004,EXTRARURAL
4,Alejandría,1,10000,5021,05,021,RURAL
5,Amagá,1,10000,5030,05,030,URBANO
6,Amalfi,1,10000,5031,05,031,EXTRARURAL
7,Andes,1,10000,5034,05,034,URBANO
8,Angelópolis,1,10000,5036,05,036,RURAL
9,Angostura,1,10000,5038,05,038,EXTRARURAL
10,Anorí,1,10000,5040,05,040,EXTRARURAL
11,"Santa fe antioquia",1,10000,5042,05,042,RURAL
12,Anza,1,10000,5044,05,044,EXTRARURAL
13,Apartadó,1,10000,5045,05,045,URBANO
14,Arboletes,1,10000,5051,05,051,URBANO
15,Argelia,1,10000,5055,05,055,EXTRARURAL
16,Armenia,1,10000,5059,05,059,RURAL
17,Barbosa,1,10000,5079,05,079,URBANO
18,Belmira,1,10000,5086,05,086,RURAL
19,Bello,1,10000,5088,05,088,URBANO
20,Betania,1,10000,5091,05,091,EXTRARURAL
21,Betulia,1,10000,5093,05,093,EXTRARURAL
22,bolívar,1,10000,5101,05,101,URBANO
23,Briceño,1,10000,5107,05,107,EXTRARURAL
24,Buriticá,1,10000,5113,05,113,EXTRARURAL
25,Cáceres,1,10000,5120,05,120,URBANO
26,Caicedo,1,10000,5125,05,125,EXTRARURAL
27,Caldas,1,10000,5129,05,129,URBANO
28,Campamento,1,10000,5134,05,134,EXTRARURAL
29,Cañasgordas,1,10000,5138,05,138,EXTRARURAL
30,Caracolí,1,10000,5142,05,142,RURAL
31,Caramanta,1,10000,5145,05,145,RURAL
32,Carepa,1,10000,5147,05,147,URBANO
33,"Carmen de viboral",1,10000,5148,05,148,RURAL
34,Carolina,1,10000,5150,05,150,RURAL
35,Caucasia,1,10000,5154,05,154,URBANO
36,Chigorodó,1,10000,5172,05,172,URBANO
37,Cisneros,1,10000,5190,05,190,URBANO
38,Cocorná,1,10000,5197,05,197,RURAL
39,Concepción,1,10000,5206,05,206,RURAL
40,Concordia,1,10000,5209,05,209,URBANO
41,Copacabana,1,10000,5212,05,212,URBANO
42,Dabeiba,1,10000,5234,05,234,RURAL
43,"Don matías",1,10000,5237,05,237,URBANO
44,Ebéjico,1,10000,5240,05,240,RURAL
45,"El bagre",1,10000,5250,05,250,URBANO
46,Entrerrios,1,10000,5264,05,264,URBANO
47,Envigado,1,10000,5266,05,266,URBANO
48,Fredonia,1,10000,5282,05,282,URBANO
49,Frontino,1,10000,5284,05,284,EXTRARURAL
50,Giraldo,1,10000,5306,05,306,EXTRARURAL
51,Girardota,1,10000,5308,05,308,URBANO
52,"Gómez plata",1,10000,5310,05,310,RURAL
53,Granada,1,10000,5313,05,313,EXTRARURAL
54,Guadalupe,1,10000,5315,05,315,EXTRARURAL
55,Guarne,1,10000,5318,05,318,URBANO
56,Guatape,1,10000,5321,05,321,URBANO
57,Heliconia,1,10000,5347,05,347,RURAL
58,Hispania,1,10000,5353,05,353,RURAL
59,Itagui,1,10000,5360,05,360,URBANO
60,Ituango,1,10000,5361,05,361,EXTRARURAL
61,Jardín,1,10000,5364,05,364,URBANO
62,Jericó,1,10000,5368,05,368,RURAL
63,"La ceja",1,10000,5376,05,376,URBANO
64,"La estrella",1,10000,5380,05,380,URBANO
65,"La pintada",1,10000,5390,05,390,RURAL
66,"La unión",1,10000,5400,05,400,RURAL
67,Liborina,1,10000,5411,05,411,EXTRARURAL
68,Maceo,1,10000,5425,05,425,RURAL
69,Marinilla,1,10000,5440,05,440,URBANO
70,Montebello,1,10000,5467,05,467,RURAL
71,Murindó,1,10000,5475,05,475,EXTRARURAL
72,Mutatá,1,10000,5480,05,480,RURAL
73,Nariño,1,10000,5483,05,483,EXTRARURAL
74,Necoclí,1,10000,5490,05,490,URBANO
75,Nechí,1,10000,5495,05,495,EXTRARURAL
76,Olaya,1,10000,5501,05,501,EXTRARURAL
77,Peñol,1,10000,5541,05,541,URBANO
78,Peque,1,10000,5543,05,543,EXTRARURAL
79,Pueblorrico,1,10000,5576,05,576,RURAL
80,"Puerto berrío",1,10000,5579,05,579,URBANO
81,"Puerto nare",1,10000,5585,05,585,RURAL
82,"Puerto triunfo",1,10000,5591,05,591,RURAL
83,Remedios,1,10000,5604,05,604,EXTRARURAL
84,Retiro,1,10000,5607,05,607,URBANO
85,Rionegro,1,10000,5615,05,615,URBANO
86,Sabanalarga,1,10000,5628,05,628,EXTRARURAL
87,Sabaneta,1,10000,5631,05,631,URBANO
88,Salgar,1,10000,5642,05,642,URBANO
89,"San andrés",1,10000,5647,05,647,EXTRARURAL
90,"San carlos",1,10000,5649,05,649,EXTRARURAL
91,"San francisco",1,10000,5652,05,652,EXTRARURAL
92,"San jerónimo",1,10000,5656,05,656,URBANO
93,"San josé de la montaña",1,10000,5658,05,658,EXTRARURAL
94,"San juan de urabá",1,10000,5659,05,659,URBANO
95,"San luis",1,10000,5660,05,660,EXTRARURAL
96,"San pedro",1,10000,5664,05,664,URBANO
97,"San pedro de uraba",1,10000,5665,05,665,RURAL
98,"San rafael",1,10000,5667,05,667,RURAL
99,"San roque",1,10000,5670,05,670,RURAL
100,"San vicente",1,10000,5674,05,674,RURAL
101,"Santa bárbara",1,10000,5679,05,679,RURAL
102,"Santa rosa de osos",1,10000,5686,05,686,URBANO
103,"Santo domingo",1,10000,5690,05,690,RURAL
104,"El santuario",1,10000,5697,05,697,RURAL
105,Segovia,1,10000,5736,05,736,EXTRARURAL
106,Sonson,1,10000,5756,05,756,URBANO
107,Sopetrán,1,10000,5761,05,761,URBANO
108,Támesis,1,10000,5789,05,789,RURAL
109,Tarazá,1,10000,5790,05,790,URBANO
110,Tarso,1,10000,5792,05,792,RURAL
111,Titiribí,1,10000,5809,05,809,RURAL
112,Toledo,1,10000,5819,05,819,EXTRARURAL
113,Turbo,1,10000,5837,05,837,URBANO
114,Uramita,1,10000,5842,05,842,EXTRARURAL
115,Urrao,1,10000,5847,05,847,EXTRARURAL
116,Valdivia,1,10000,5854,05,854,URBANO
117,Valparaíso,1,10000,5856,05,856,RURAL
118,Vegachí,1,10000,5858,05,858,EXTRARURAL
119,Venecia,1,10000,5861,05,861,RURAL
120,"Vigía del fuerte",1,10000,5873,05,873,EXTRARURAL
121,Yalí,1,10000,5885,05,885,EXTRARURAL
122,Yarumal,1,10000,5887,05,887,URBANO
123,Yolombó,1,10000,5890,05,890,RURAL
124,Yondó,1,10000,5893,05,893,RURAL
125,Zaragoza,1,10000,5895,05,895,URBANO
126,Barranquilla,2,10000,8001,08,001,URBANO
127,Baranoa,2,10000,8078,08,078,URBANO
128,"Campo de la cruz",2,10000,8137,08,137,URBANO
129,Candelaria,2,10000,8141,08,141,URBANO
130,Galapa,2,10000,8296,08,296,URBANO
131,"Juan de acosta",2,10000,8372,08,372,URBANO
132,Luruaco,2,10000,8421,08,421,URBANO
133,Malambo,2,10000,8433,08,433,URBANO
134,Manatí,2,10000,8436,08,436,URBANO
135,"Palmar de varela",2,10000,8520,08,520,URBANO
136,Piojó,2,10000,8549,08,549,URBANO
137,Polonuevo,2,10000,8558,08,558,URBANO
138,Ponedera,2,10000,8560,08,560,URBANO
139,"Puerto colombia",2,10000,8573,08,573,URBANO
140,Repelón,2,10000,8606,08,606,URBANO
141,Sabanagrande,2,10000,8634,08,634,URBANO
142,Sabanalarga,2,10000,8638,08,638,URBANO
143,"Santa lucía",2,10000,8675,08,675,URBANO
144,"Santo tomás",2,10000,8685,08,685,URBANO
145,Soledad,2,10000,8758,08,758,URBANO
146,Suan,2,10000,8770,08,770,URBANO
147,Tubará,2,10000,8832,08,832,URBANO
148,Usiacurí,2,10000,8849,08,849,URBANO
149,"SANTA FE DE BOGOTA",11,10000,11001,11,001,URBANO
150,Cartagena,4,10000,13001,13,001,URBANO
151,Achí,4,10000,13006,13,006,EXTRARURAL
152,"Altos del rosario",4,10000,13030,13,030,EXTRARURAL
153,Arenal,4,10000,13042,13,042,EXTRARURAL
154,Arjona,4,10000,13052,13,052,URBANO
155,Arroyohondo,4,10000,13062,13,062,URBANO
156,"Barranco de loba",4,10000,13074,13,074,RURAL
157,Calamar,4,10000,13140,13,140,URBANO
158,Cantagallo,4,10000,13160,13,160,EXTRARURAL
159,Cicuco,4,10000,13188,13,188,EXTRARURAL
160,Córdoba,4,10000,13212,13,212,RURAL
161,Clemencia,4,10000,13222,13,222,RURAL
162,"El carmen de bolívar",4,10000,13244,13,244,URBANO
163,"El guamo",4,10000,13248,13,248,RURAL
164,"El peñón",4,10000,13268,13,268,EXTRARURAL
165,"Hatillo de loba",4,10000,13300,13,300,EXTRARURAL
166,Magangué,4,10000,13430,13,430,URBANO
167,Mahates,4,10000,13433,13,433,URBANO
168,Margarita,4,10000,13440,13,440,EXTRARURAL
169,"María la baja",4,10000,13442,13,442,URBANO
170,Montecristo,4,10000,13458,13,458,EXTRARURAL
171,Mompós,4,10000,13468,13,468,EXTRARURAL
172,Morales,4,10000,13473,13,473,RURAL
173,Pinillos,4,10000,13549,13,549,EXTRARURAL
174,Regidor,4,10000,13580,13,580,EXTRARURAL
175,"Río viejo",4,10000,13600,13,600,RURAL
176,"San cristóbal",4,10000,13620,13,620,URBANO
177,"San estanislao",4,10000,13647,13,647,RURAL
178,"San fernando",4,10000,13650,13,650,EXTRARURAL
179,"San jacinto",4,10000,13654,13,654,URBANO
180,"San jacinto del cauca",4,10000,13655,13,655,RURAL
181,"San juan nepomuceno",4,10000,13657,13,657,URBANO
182,"San martín de loba",4,10000,13667,13,667,EXTRARURAL
183,"San pablo",4,10000,13670,13,670,RURAL
184,"Santa catalina",4,10000,13673,13,673,URBANO
185,"Santa rosa",4,10000,13683,13,683,URBANO
186,"Santa rosa del sur",4,10000,13688,13,688,EXTRARURAL
187,Simití,4,10000,13744,13,744,EXTRARURAL
188,Soplaviento,4,10000,13760,13,760,URBANO
189,"Talaigua nuevo",4,10000,13780,13,780,EXTRARURAL
190,Tiquisio,4,10000,13810,13,810,EXTRARURAL
191,Turbaco,4,10000,13836,13,836,URBANO
192,Turbaná,4,10000,13838,13,838,URBANO
193,Villanueva,4,10000,13873,13,873,RURAL
194,Zambrano,4,10000,13894,13,894,EXTRARURAL
195,Tunja,5,10000,15001,15,001,URBANO
196,Almeida,5,10000,15022,15,022,EXTRARURAL
197,Aquitania,5,10000,15047,15,047,EXTRARURAL
198,Arcabuco,5,10000,15051,15,051,URBANO
199,Belén,5,10000,15087,15,087,RURAL
200,Berbeo,5,10000,15090,15,090,EXTRARURAL
201,Betéitiva,5,10000,15092,15,092,EXTRARURAL
202,Boavita,5,10000,15097,15,097,EXTRARURAL
203,Boyacá,5,10000,15104,15,104,URBANO
204,Briceño,5,10000,15106,15,106,EXTRARURAL
205,Buenavista,5,10000,15109,15,109,EXTRARURAL
206,Busbanzá,5,10000,15114,15,114,EXTRARURAL
207,Caldas,5,10000,15131,15,131,RURAL
208,Campohermoso,5,10000,15135,15,135,EXTRARURAL
209,Cerinza,5,10000,15162,15,162,RURAL
210,Chinavita,5,10000,15172,15,172,EXTRARURAL
211,Chiquinquirá,5,10000,15176,15,176,URBANO
212,Chiscas,5,10000,15180,15,180,EXTRARURAL
213,Chita,5,10000,15183,15,183,EXTRARURAL
214,Chitaraque,5,10000,15185,15,185,RURAL
215,Chivatá,5,10000,15187,15,187,URBANO
216,Ciénega,5,10000,15189,15,189,RURAL
217,Cómbita,5,10000,15204,15,204,URBANO
218,Coper,5,10000,15212,15,212,EXTRARURAL
219,Corrales,5,10000,15215,15,215,RURAL
220,Covarachía,5,10000,15218,15,218,EXTRARURAL
221,Cubará,5,10000,15223,15,223,EXTRARURAL
222,Cucaita,5,10000,15224,15,224,URBANO
223,Cuítiva,5,10000,15226,15,226,RURAL
224,Chíquiza,5,10000,15232,15,232,URBANO
225,Chivor,5,10000,15236,15,236,EXTRARURAL
226,Duitama,5,10000,15238,15,238,URBANO
227,"El cocuy",5,10000,15244,15,244,EXTRARURAL
228,"El espino",5,10000,15248,15,248,EXTRARURAL
229,Firavitoba,5,10000,15272,15,272,URBANO
230,Floresta,5,10000,15276,15,276,RURAL
231,Gachantivá,5,10000,15293,15,293,RURAL
232,Gameza,5,10000,15296,15,296,EXTRARURAL
233,Garagoa,5,10000,15299,15,299,EXTRARURAL
234,Guacamayas,5,10000,15317,15,317,EXTRARURAL
235,Guateque,5,10000,15322,15,322,EXTRARURAL
236,Guayatá,5,10000,15325,15,325,EXTRARURAL
237,Güicán,5,10000,15332,15,332,EXTRARURAL
238,Iza,5,10000,15362,15,362,URBANO
239,Jenesano,5,10000,15367,15,367,URBANO
240,Jericó,5,10000,15368,15,368,EXTRARURAL
241,Labranzagrande,5,10000,15377,15,377,EXTRARURAL
242,"La capilla",5,10000,15380,15,380,EXTRARURAL
243,"La victoria",5,10000,15401,15,401,EXTRARURAL
244,"La uvita",5,10000,15403,15,403,EXTRARURAL
245,"Villa de leyva",5,10000,15407,15,407,URBANO
246,Macanal,5,10000,15425,15,425,EXTRARURAL
247,Maripí,5,10000,15442,15,442,EXTRARURAL
248,Miraflores,5,10000,15455,15,455,EXTRARURAL
249,Mongua,5,10000,15464,15,464,RURAL
250,Monguí,5,10000,15466,15,466,RURAL
251,Moniquirá,5,10000,15469,15,469,URBANO
252,Motavita,5,10000,15476,15,476,URBANO
253,Muzo,5,10000,15480,15,480,EXTRARURAL
254,Nobsa,5,10000,15491,15,491,URBANO
255,"Nuevo colón",5,10000,15494,15,494,RURAL
256,Oicatá,5,10000,15500,15,500,URBANO
257,Otanche,5,10000,15507,15,507,EXTRARURAL
258,Pachavita,5,10000,15511,15,511,EXTRARURAL
259,Páez,5,10000,15514,15,514,EXTRARURAL
260,Paipa,5,10000,15516,15,516,URBANO
261,Pajarito,5,10000,15518,15,518,RURAL
262,Panqueba,5,10000,15522,15,522,EXTRARURAL
263,Pauna,5,10000,15531,15,531,EXTRARURAL
264,Paya,5,10000,15533,15,533,EXTRARURAL
265,"Paz de río",5,10000,15537,15,537,EXTRARURAL
266,Pesca,5,10000,15542,15,542,RURAL
267,Pisba,5,10000,15550,15,550,EXTRARURAL
268,"Puerto boyacá",5,10000,15572,15,572,RURAL
269,Quípama,5,10000,15580,15,580,EXTRARURAL
270,Ramiriquí,5,10000,15599,15,599,URBANO
271,Ráquira,5,10000,15600,15,600,URBANO
272,Rondón,5,10000,15621,15,621,EXTRARURAL
273,Saboyá,5,10000,15632,15,632,RURAL
274,Sáchica,5,10000,15638,15,638,URBANO
275,Samacá,5,10000,15646,15,646,URBANO
276,"San eduardo",5,10000,15660,15,660,EXTRARURAL
277,"San josé de pare",5,10000,15664,15,664,URBANO
278,"San luis de gaceno",5,10000,15667,15,667,EXTRARURAL
279,"San mateo",5,10000,15673,15,673,EXTRARURAL
280,"San miguel de sema",5,10000,15676,15,676,EXTRARURAL
281,"San pablo de borbur",5,10000,15681,15,681,EXTRARURAL
282,Santana,5,10000,15686,15,686,URBANO
283,"Santa maría",5,10000,15690,15,690,EXTRARURAL
284,"Santa rosa de viterbo",5,10000,15693,15,693,URBANO
285,"Santa sofía",5,10000,15696,15,696,RURAL
286,Sativanorte,5,10000,15720,15,720,EXTRARURAL
287,Sativasur,5,10000,15723,15,723,EXTRARURAL
288,Siachoque,5,10000,15740,15,740,URBANO
289,Soatá,5,10000,15753,15,753,EXTRARURAL
290,Socotá,5,10000,15755,15,755,EXTRARURAL
291,Socha,5,10000,15757,15,757,EXTRARURAL
292,Sogamoso,5,10000,15759,15,759,URBANO
293,Somondoco,5,10000,15761,15,761,EXTRARURAL
294,Sora,5,10000,15762,15,762,URBANO
295,Sotaquirá,5,10000,15763,15,763,RURAL
296,Soracá,5,10000,15764,15,764,URBANO
297,Susacón,5,10000,15774,15,774,EXTRARURAL
298,Sutamarchán,5,10000,15776,15,776,URBANO
299,Sutatenza,5,10000,15778,15,778,EXTRARURAL
300,Tasco,5,10000,15790,15,790,EXTRARURAL
301,Tenza,5,10000,15798,15,798,EXTRARURAL
302,Tibaná,5,10000,15804,15,804,RURAL
303,Tibasosa,5,10000,15806,15,806,RURAL
304,Tinjacá,5,10000,15808,15,808,RURAL
305,Tipacoque,5,10000,15810,15,810,EXTRARURAL
306,Toca,5,10000,15814,15,814,URBANO
307,Togüí,5,10000,15816,15,816,RURAL
308,Tópaga,5,10000,15820,15,820,EXTRARURAL
309,Tota,5,10000,15822,15,822,RURAL
310,Tununguá,5,10000,15832,15,832,EXTRARURAL
311,Turmequé,5,10000,15835,15,835,RURAL
312,Tuta,5,10000,15837,15,837,URBANO
313,Tutazá,5,10000,15839,15,839,EXTRARURAL
314,Umbita,5,10000,15842,15,842,EXTRARURAL
315,Ventaquemada,5,10000,15861,15,861,URBANO
316,Viracachá,5,10000,15879,15,879,URBANO
317,Zetaquira,5,10000,15897,15,897,EXTRARURAL
318,Manizales,6,10000,17001,17,001,URBANO
319,Aguadas,6,10000,17013,17,013,RURAL
320,Anserma,6,10000,17042,17,042,URBANO
321,Aranzazu,6,10000,17050,17,050,URBANO
322,Belalcázar,6,10000,17088,17,088,URBANO
323,Chinchiná,6,10000,17174,17,174,URBANO
324,Filadelfia,6,10000,17272,17,272,URBANO
325,"La dorada",6,10000,17380,17,380,URBANO
326,"La merced",6,10000,17388,17,388,RURAL
327,Manzanares,6,10000,17433,17,433,RURAL
328,Marmato,6,10000,17442,17,442,RURAL
329,Marquetalia,6,10000,17444,17,444,EXTRARURAL
330,Marulanda,6,10000,17446,17,446,EXTRARURAL
331,Neira,6,10000,17486,17,486,URBANO
332,Norcasia,6,10000,17495,17,495,RURAL
333,Pácora,6,10000,17513,17,513,EXTRARURAL
334,Palestina,6,10000,17524,17,524,URBANO
335,Pensilvania,6,10000,17541,17,541,URBANO
336,Riosucio,6,10000,17614,17,614,URBANO
337,Risaralda,6,10000,17616,17,616,URBANO
338,Salamina,6,10000,17653,17,653,RURAL
339,Samaná,6,10000,17662,17,662,EXTRARURAL
340,"San josé",6,10000,17665,17,665,URBANO
341,Supía,6,10000,17777,17,777,URBANO
342,Victoria,6,10000,17867,17,867,RURAL
343,Villamaría,6,10000,17873,17,873,URBANO
344,Viterbo,6,10000,17877,17,877,URBANO
345,Florencia,7,10000,18001,18,001,URBANO
346,Albania,7,10000,18029,18,029,RURAL
347,"Belén de los andaquies",7,10000,18094,18,094,RURAL
348,"Cartagena del chairá",7,10000,18150,18,150,EXTRARURAL
349,Curillo,7,10000,18205,18,205,RURAL
350,"El doncello",7,10000,18247,18,247,RURAL
351,"El paujil",7,10000,18256,18,256,RURAL
352,"La montañita",7,10000,18410,18,410,RURAL
353,Milán,7,10000,18460,18,460,RURAL
354,Morelia,7,10000,18479,18,479,URBANO
355,"Puerto rico",7,10000,18592,18,592,RURAL
356,"San josé del fragua",7,10000,18610,18,610,RURAL
357,"San vicente del caguán",7,10000,18753,18,753,RURAL
358,Solano,7,10000,18756,18,756,EXTRARURAL
359,Solita,7,10000,18785,18,785,EXTRARURAL
360,Valparaíso,7,10000,18860,18,860,RURAL
361,Popayán,8,10000,19001,19,001,URBANO
362,Almaguer,8,10000,19022,19,022,EXTRARURAL
363,Argelia,8,10000,19050,19,050,EXTRARURAL
364,Balboa,8,10000,19075,19,075,RURAL
365,Bolívar,8,10000,19100,19,100,RURAL
366,"Buenos aires",8,10000,19110,19,110,EXTRARURAL
367,Cajibío,8,10000,19130,19,130,URBANO
368,Caldono,8,10000,19137,19,137,EXTRARURAL
369,Caloto,8,10000,19142,19,142,URBANO
370,Corinto,8,10000,19212,19,212,URBANO
371,"El tambo",8,10000,19256,19,256,URBANO
372,Florencia,8,10000,19290,19,290,EXTRARURAL
373,Guapi,8,10000,19318,19,318,RURAL
374,Inzá,8,10000,19355,19,355,RURAL
375,Jambaló,8,10000,19364,19,364,EXTRARURAL
376,"La sierra",8,10000,19392,19,392,RURAL
377,"La vega",8,10000,19397,19,397,EXTRARURAL
378,López,8,10000,19418,19,418,EXTRARURAL
379,Mercaderes,8,10000,19450,19,450,RURAL
380,Miranda,8,10000,19455,19,455,URBANO
381,Morales,8,10000,19473,19,473,URBANO
382,Padilla,8,10000,19513,19,513,URBANO
383,Paez,8,10000,19517,19,517,RURAL
384,Patía,8,10000,19532,19,532,RURAL
385,Piamonte,8,10000,19533,19,533,EXTRARURAL
386,Piendamó,8,10000,19548,19,548,URBANO
387,"Puerto tejada",8,10000,19573,19,573,URBANO
388,Puracé,8,10000,19585,19,585,RURAL
389,Rosas,8,10000,19622,19,622,URBANO
390,"San sebastián",8,10000,19693,19,693,EXTRARURAL
391,"Santander de quilichao",8,10000,19698,19,698,URBANO
392,"Santa rosa",8,10000,19701,19,701,EXTRARURAL
